[rosmaster.main][INFO] 2017-03-09 13:12:49,236: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-03-09 13:12:49,236: Starting ROS Master Node
[rosmaster.master][INFO] 2017-03-09 13:12:53,674: +PUB [/camera/depth/image_raw/theora/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,686: +PARAM [/camera/depth/image_raw/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,689: +PARAM [/camera/depth/image_raw/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,692: +PARAM [/camera/depth/image_raw/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,695: +PARAM [/camera/depth/image_raw/theora/keyframe_frequency] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,698: +PARAM [/camera/depth/image_raw/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,700: +PARAM [/camera/depth/image_raw/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,703: +PARAM [/camera/depth/image_raw/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,706: +PARAM [/camera/depth/image_raw/theora/keyframe_frequency] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,709: +PUB [/camera/depth/camera_info] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,712: +PUB [/camera/depth/points] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,772: publisherUpdate[/camera/depth/camera_info] -> http://10.42.0.1:35849/
[rosmaster.master][INFO] 2017-03-09 13:12:53,796: +PUB [/camera/ir/image_raw/compressedDepth] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,798: +SERVICE [/camera/ir/image_raw/compressedDepth/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,802: +PUB [/camera/ir/image_raw/compressedDepth/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,805: +PUB [/camera/ir/image_raw/compressedDepth/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,818: +PARAM [/camera/ir/image_raw/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,820: +PARAM [/camera/ir/image_raw/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,823: +PARAM [/camera/ir/image_raw/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,826: +PARAM [/camera/ir/image_raw/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,829: +PARAM [/camera/ir/image_raw/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,832: +PARAM [/camera/ir/image_raw/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,914: +PUB [/camera/ir/image_raw/compressed] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,917: +SERVICE [/camera/ir/image_raw/compressed/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,920: +PUB [/camera/ir/image_raw/compressed/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,923: +PUB [/camera/ir/image_raw/compressed/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:53,935: +PARAM [/camera/ir/image_raw/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,939: +PARAM [/camera/ir/image_raw/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,941: +PARAM [/camera/ir/image_raw/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,944: +PARAM [/camera/ir/image_raw/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,947: +PARAM [/camera/ir/image_raw/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:53,949: +PARAM [/camera/ir/image_raw/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,029: +PUB [/camera/ir/image_raw] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,109: +PUB [/camera/ir/image_raw/theora] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,113: +SERVICE [/camera/ir/image_raw/theora/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,117: +PUB [/camera/ir/image_raw/theora/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,120: +PUB [/camera/ir/image_raw/theora/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,132: +PARAM [/camera/ir/image_raw/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,136: +PARAM [/camera/ir/image_raw/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,139: +PARAM [/camera/ir/image_raw/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,141: +PARAM [/camera/ir/image_raw/theora/keyframe_frequency] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,144: +PARAM [/camera/ir/image_raw/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,147: +PARAM [/camera/ir/image_raw/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,151: +PARAM [/camera/ir/image_raw/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,154: +PARAM [/camera/ir/image_raw/theora/keyframe_frequency] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,157: +PUB [/camera/ir/camera_info] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,239: +PUB [/camera/ir2/image_raw/compressedDepth] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,243: +SERVICE [/camera/ir2/image_raw/compressedDepth/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,246: +PUB [/camera/ir2/image_raw/compressedDepth/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,251: +PUB [/camera/ir2/image_raw/compressedDepth/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,261: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,264: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,267: +PARAM [/camera/ir2/image_raw/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,270: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,273: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,276: +PARAM [/camera/ir2/image_raw/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,356: +PUB [/camera/ir2/image_raw/compressed] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,359: +SERVICE [/camera/ir2/image_raw/compressed/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,363: +PUB [/camera/ir2/image_raw/compressed/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,366: +PUB [/camera/ir2/image_raw/compressed/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,377: +PARAM [/camera/ir2/image_raw/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,380: +PARAM [/camera/ir2/image_raw/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,383: +PARAM [/camera/ir2/image_raw/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,386: +PARAM [/camera/ir2/image_raw/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,388: +PARAM [/camera/ir2/image_raw/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,391: +PARAM [/camera/ir2/image_raw/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,470: +PUB [/camera/ir2/image_raw] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,551: +PUB [/camera/ir2/image_raw/theora] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,554: +SERVICE [/camera/ir2/image_raw/theora/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,558: +PUB [/camera/ir2/image_raw/theora/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,561: +PUB [/camera/ir2/image_raw/theora/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,574: +PARAM [/camera/ir2/image_raw/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,577: +PARAM [/camera/ir2/image_raw/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,580: +PARAM [/camera/ir2/image_raw/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,583: +PARAM [/camera/ir2/image_raw/theora/keyframe_frequency] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,585: +PARAM [/camera/ir2/image_raw/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,588: +PARAM [/camera/ir2/image_raw/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,590: +PARAM [/camera/ir2/image_raw/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,593: +PARAM [/camera/ir2/image_raw/theora/keyframe_frequency] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,596: +PUB [/camera/ir2/camera_info] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,598: +SERVICE [/camera/driver/get_settings] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,601: +SERVICE [/camera/driver/set_power] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,604: +SERVICE [/camera/driver/force_power] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,606: +SERVICE [/camera/driver/is_powered] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,610: +SERVICE [/camera/driver/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,612: +PUB [/camera/driver/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,615: +PUB [/camera/driver/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:54,676: +PARAM [/camera/driver/enable_depth] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,678: +PARAM [/camera/driver/color_backlight_compensation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,681: +PARAM [/camera/driver/color_brightness] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,684: +PARAM [/camera/driver/color_contrast] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,686: +PARAM [/camera/driver/color_gain] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,689: +PARAM [/camera/driver/color_gamma] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,692: +PARAM [/camera/driver/color_hue] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,695: +PARAM [/camera/driver/color_saturation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,697: +PARAM [/camera/driver/color_sharpness] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,700: +PARAM [/camera/driver/color_white_balance] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,702: +PARAM [/camera/driver/color_enable_auto_white_balance] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,705: +PARAM [/camera/driver/r200_lr_auto_exposure_enabled] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,708: +PARAM [/camera/driver/r200_lr_gain] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,710: +PARAM [/camera/driver/r200_lr_exposure] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,713: +PARAM [/camera/driver/r200_emitter_enabled] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,715: +PARAM [/camera/driver/r200_auto_exposure_top_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,718: +PARAM [/camera/driver/r200_auto_exposure_bottom_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,720: +PARAM [/camera/driver/r200_auto_exposure_left_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,723: +PARAM [/camera/driver/r200_auto_exposure_right_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,725: +PARAM [/camera/driver/r200_dc_preset] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,729: +PARAM [/camera/driver/r200_dc_estimate_median_decrement] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,731: +PARAM [/camera/driver/r200_dc_estimate_median_increment] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,734: +PARAM [/camera/driver/r200_dc_median_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,737: +PARAM [/camera/driver/r200_dc_score_minimum_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,741: +PARAM [/camera/driver/r200_dc_score_maximum_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,743: +PARAM [/camera/driver/r200_dc_texture_count_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,746: +PARAM [/camera/driver/r200_dc_texture_difference_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,749: +PARAM [/camera/driver/r200_dc_second_peak_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,752: +PARAM [/camera/driver/r200_dc_neighbor_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:54,755: +PARAM [/camera/driver/r200_dc_lr_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,646: +PARAM [/camera/driver/enable_depth] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,650: +PARAM [/camera/driver/color_backlight_compensation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,653: +PARAM [/camera/driver/color_brightness] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,657: +PARAM [/camera/driver/color_contrast] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,660: +PARAM [/camera/driver/color_gain] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,664: +PARAM [/camera/driver/color_gamma] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,667: +PARAM [/camera/driver/color_hue] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,670: +PARAM [/camera/driver/color_saturation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,673: +PARAM [/camera/driver/color_sharpness] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,675: +PARAM [/camera/driver/color_white_balance] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,678: +PARAM [/camera/driver/color_enable_auto_white_balance] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,681: +PARAM [/camera/driver/r200_lr_auto_exposure_enabled] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,687: +PARAM [/camera/driver/r200_lr_gain] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,694: +PARAM [/camera/driver/r200_lr_exposure] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,698: +PARAM [/camera/driver/r200_emitter_enabled] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,701: +PARAM [/camera/driver/r200_auto_exposure_top_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,704: +PARAM [/camera/driver/r200_auto_exposure_bottom_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,707: +PARAM [/camera/driver/r200_auto_exposure_left_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,710: +PARAM [/camera/driver/r200_auto_exposure_right_edge] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,713: +PARAM [/camera/driver/r200_dc_preset] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,717: +PARAM [/camera/driver/r200_dc_estimate_median_decrement] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,723: +PARAM [/camera/driver/r200_dc_estimate_median_increment] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,728: +PARAM [/camera/driver/r200_dc_median_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,731: +PARAM [/camera/driver/r200_dc_score_minimum_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,734: +PARAM [/camera/driver/r200_dc_score_maximum_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,737: +PARAM [/camera/driver/r200_dc_texture_count_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,740: +PARAM [/camera/driver/r200_dc_texture_difference_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,743: +PARAM [/camera/driver/r200_dc_second_peak_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,746: +PARAM [/camera/driver/r200_dc_neighbor_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,749: +PARAM [/camera/driver/r200_dc_lr_threshold] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,754: +PUB [/camera/camera_nodelet_manager/bond] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,770: +SUB [/camera/camera_nodelet_manager/bond] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,783: +SERVICE [/camera/color_rectify_color/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,787: +PUB [/camera/color_rectify_color/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,793: +PUB [/camera/color_rectify_color/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,799: +PARAM [/camera/color_rectify_color/interpolation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,803: +PARAM [/camera/color_rectify_color/interpolation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,870: +PUB [/camera/camera_nodelet_manager/bond] /camera/driver http://10.42.0.1:34091/
[rosmaster.master][INFO] 2017-03-09 13:12:55,884: publisherUpdate[/camera/camera_nodelet_manager/bond] -> http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,894: +SUB [/camera/camera_nodelet_manager/bond] /camera/driver http://10.42.0.1:34091/
[rosmaster.master][INFO] 2017-03-09 13:12:55,911: +PUB [/camera/color/image_rect_color/compressedDepth] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,915: +SERVICE [/camera/color/image_rect_color/compressedDepth/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,926: +PUB [/camera/color/image_rect_color/compressedDepth/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,930: +PUB [/camera/color/image_rect_color/compressedDepth/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:55,939: +PARAM [/camera/color/image_rect_color/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,942: +PARAM [/camera/color/image_rect_color/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,945: +PARAM [/camera/color/image_rect_color/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,948: +PARAM [/camera/color/image_rect_color/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,952: +PARAM [/camera/color/image_rect_color/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:55,957: +PARAM [/camera/color/image_rect_color/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,058: +PUB [/camera/color/image_rect_color/compressed] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,062: +SERVICE [/camera/color/image_rect_color/compressed/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,065: +PUB [/camera/color/image_rect_color/compressed/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,068: +PUB [/camera/color/image_rect_color/compressed/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,078: +PARAM [/camera/color/image_rect_color/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,081: +PARAM [/camera/color/image_rect_color/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,085: +PARAM [/camera/color/image_rect_color/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,090: +PARAM [/camera/color/image_rect_color/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,094: +PARAM [/camera/color/image_rect_color/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,097: +PARAM [/camera/color/image_rect_color/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,195: +PUB [/camera/color/image_rect_color] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,290: +PUB [/camera/color/image_rect_color/theora] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,294: +SERVICE [/camera/color/image_rect_color/theora/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,297: +PUB [/camera/color/image_rect_color/theora/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,300: +PUB [/camera/color/image_rect_color/theora/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:56,312: +PARAM [/camera/color/image_rect_color/theora/optimize_for] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,316: +PARAM [/camera/color/image_rect_color/theora/target_bitrate] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,319: +PARAM [/camera/color/image_rect_color/theora/quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:56,322: +PARAM [/camera/color/image_rect_color/theora/keyframe_frequency] by /camera/camera_nodelet_manager
